county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,population,confirmedper100k,newlyconfirmedper100k,deathper100k,newdeath100k,7dayrollingavg_newlyconfirmed,7dayrollingavg_newdeath,7dayrollingavg_newlyconfirmed_rawnumber,7dayrollingavg_newdeath_rawnumber
Alameda,29.0,0.0,29,0,2020-03-18,0.019,0.008,0.055,0.123,0.795,1671329,1.7351461022934442,1.7351461022934442,0.0,0.0,,,,
Alameda,36.0,0.0,7,0,2020-03-19,0.019,0.008,0.055,0.123,0.795,1671329,2.1539744718125515,0.4188283695191073,0.0,0.0,,,,
Alameda,42.0,0.0,6,0,2020-03-20,0.019,0.008,0.055,0.123,0.795,1671329,2.5129702171146437,0.35899574530209194,0.0,0.0,,,,
Alameda,62.0,0.0,20,0,2020-03-21,0.019,0.008,0.055,0.123,0.795,1671329,3.7096227014549497,1.1966524843403064,0.0,0.0,,,,
Alameda,72.0,1.0,10,1,2020-03-22,0.019,0.008,0.055,0.123,0.795,1671329,4.307948943625103,0.5983262421701532,0.05983262421701532,0.05983262421701532,,,,
Alameda,88.0,1.0,16,0,2020-03-23,0.019,0.008,0.055,0.123,0.795,1671329,5.265270931097349,0.9573219874722452,0.05983262421701532,0.0,,,,
Alameda,96.0,2.0,8,1,2020-03-24,0.019,0.008,0.055,0.123,0.795,1671329,5.743931924833471,0.4786609937361226,0.11966524843403065,0.05983262421701532,0.8205617035476386,0.017095035490575807,13.714285714285714,0.2857142857142857
Alameda,134.0,3.0,38,1,2020-03-25,0.019,0.008,0.055,0.123,0.795,1671329,8.017571645080052,2.273639720246582,0.17949787265104597,0.05983262421701532,0.8974893632552298,0.02564255323586371,15.0,0.42857142857142855
Alameda,172.0,4.0,38,1,2020-03-26,0.019,0.008,0.055,0.123,0.795,1671329,10.291211365326635,2.273639720246582,0.2393304968680613,0.05983262421701532,1.1624624133591548,0.034190070981151614,19.428571428571427,0.5714285714285714
Alameda,185.0,4.0,13,0,2020-03-27,0.019,0.008,0.055,0.123,0.795,1671329,11.069035480147834,0.7778241148211992,0.2393304968680613,0.0,1.22229503757617,0.034190070981151614,20.428571428571427,0.5714285714285714
Alameda,205.0,6.0,20,2,2020-03-28,0.019,0.008,0.055,0.123,0.795,1671329,12.265687964488142,1.1966524843403064,0.35899574530209194,0.11966524843403065,1.22229503757617,0.05128510647172742,20.428571428571427,0.8571428571428571
Alameda,207.0,6.0,2,0,2020-03-29,0.019,0.008,0.055,0.123,0.795,1671329,12.38535321292217,0.11966524843403065,0.35899574530209194,0.0,1.1539148956138667,0.04273758872643951,19.285714285714285,0.7142857142857143
Alameda,250.0,7.0,43,1,2020-03-30,0.019,0.008,0.055,0.123,0.795,1671329,14.95815605425383,2.572802841331659,0.4188283695191073,0.05983262421701532,1.3846978747366403,0.05128510647172741,23.142857142857142,0.8571428571428571
Alameda,269.0,7.0,19,0,2020-03-31,0.019,0.008,0.055,0.123,0.795,1671329,16.094975914377123,1.136819860123291,0.4188283695191073,0.0,1.4787205699348074,0.04273758872643951,24.714285714285715,0.7142857142857143
Alameda,287.0,8.0,18,1,2020-04-01,0.019,0.008,0.055,0.123,0.795,1671329,17.171963150283396,1.0769872359062758,0.4786609937361226,0.05983262421701532,1.3077702150290496,0.04273758872643951,21.857142857142858,0.7142857142857143
Alameda,345.0,10.0,58,2,2020-04-02,0.019,0.008,0.055,0.123,0.795,1671329,20.642255354870287,3.4702922045868885,0.5983262421701532,0.11966524843403065,1.4787205699348076,0.05128510647172741,24.714285714285715,0.8571428571428571
Alameda,395.0,11.0,50,1,2020-04-03,0.019,0.008,0.055,0.123,0.795,1671329,23.633886565721053,2.991631210850766,0.6581588663871686,0.05983262421701532,1.79497872651046,0.05983262421701531,30.0,1.0
Alameda,468.0,12.0,73,1,2020-04-04,0.019,0.008,0.055,0.123,0.795,1671329,28.001668133563168,4.367781567842118,0.7179914906041839,0.05983262421701532,2.247997167010719,0.05128510647172741,37.57142857142857,0.8571428571428571
Alameda,475.0,12.0,7,0,2020-04-05,0.019,0.008,0.055,0.123,0.795,1671329,28.420496503082276,0.4188283695191073,0.7179914906041839,0.0,2.2907347557371582,0.05128510647172741,38.285714285714285,0.8571428571428571
